yob1,W_HO_PTA_f_SB,UW_HO_PTA_f_SB,T_W_HO_PTA_f_SB,T_UW_HO_PTA_f_SB,HO_ptaf_RegCow_1,W_HO_SD_f_SB,W_BY1_HO_SD_f_SB,UW_HO_SD_f_SB,UW_BY1_HO_SD_f_SB,T_W_HO_SD_f_SB,T_UW_HO_SD_f_SB,W_BY1_HO_PTA_f_SB,HO_ptaf_RegCow_4,W_HO_REL_f_SB,UW_HO_REL_f_SB,T_W_HO_REL_f_SB,T_UW_HO_REL_f_SB,W_BY1_HO_REL_f_SB,W_HO_NUM_PTA_SB,UW_HO_NUM_PTA_SB,T_W_HO_NUM_PTA_SB,T_UW_HO_NUM_PTA_SB,W_BY1_HO_NUM_PTA_SB,yob2,W_HO_PTA_f_SC,UW_HO_PTA_f_SC,T_W_HO_PTA_f_SC,T_UW_HO_PTA_f_SC,HO_ptaf_RegCow_2,W_HO_SD_f_SC,W_BY1_HO_SD_f_SC,UW_HO_SD_f_SC,UW_BY1_HO_SD_f_SC,T_W_HO_SD_f_SC,T_UW_HO_SD_f_SC,W_BY1_HO_PTA_f_SC,HO_ptaf_RegCow_5,W_HO_REL_f_SC,UW_HO_REL_f_SC,T_W_HO_REL_f_SC,T_UW_HO_REL_f_SC,W_BY1_HO_REL_f_SC,W_HO_NUM_PTA_SC,UW_HO_NUM_PTA_SC,T_W_HO_NUM_PTA_SC,T_UW_HO_NUM_PTA_SC,W_BY1_HO_NUM_PTA_SC,yob3,W_HO_PTA_f_DB,UW_HO_PTA_f_DB,T_W_HO_PTA_f_DB,T_UW_HO_PTA_f_DB,HO_ptaf_RegCow_3,W_HO_SD_f_DB,W_BY1_HO_SD_f_DB,UW_HO_SD_f_DB,UW_BY1_HO_SD_f_DB,T_W_HO_SD_f_DB,T_UW_HO_SD_f_DB,W_BY1_HO_PTA_f_DB,HO_ptaf_RegCow_6,W_HO_REL_f_DB,UW_HO_REL_f_DB,T_W_HO_REL_f_DB,T_UW_HO_REL_f_DB,W_BY1_HO_REL_f_DB,W_HO_NUM_PTA_DB,UW_HO_NUM_PTA_DB,T_W_HO_NUM_PTA_DB,T_UW_HO_NUM_PTA_DB,W_BY1_HO_NUM_PTA_DB,yob4,W_HO_PTA_f_DC,UW_HO_PTA_f_DC,T_W_HO_PTA_f_DC,T_UW_HO_PTA_f_DC,HO_ptaf_AllCow_1,W_HO_SD_f_DC,W_BY1_HO_SD_f_DC,UW_HO_SD_f_DC,UW_BY1_HO_SD_f_DC,T_W_HO_SD_f_DC,T_UW_HO_SD_f_DC,W_BY1_HO_PTA_f_DC,HO_ptaf_AllCow_2,W_HO_REL_f_DC,UW_HO_REL_f_DC,T_W_HO_REL_f_DC,T_UW_HO_REL_f_DC,W_BY1_HO_REL_f_DC,W_HO_NUM_PTA_DC,UW_HO_NUM_PTA_DC,T_W_HO_NUM_PTA_DC,T_UW_HO_NUM_PTA_DC,W_BY1_HO_NUM_PTA_DC,yob5,W_BY1_HO_SD_f_SB_1,W_BY1_HO_SD_f_SC_1,W_BY1_HO_SD_f_DB_1,W_BY1_HO_SD_f_DC_1,W_HO_SD_f_SB_1,W_HO_SD_f_SC_1,W_HO_SD_f_DB_1,W_HO_SD_f_DC_1,UW_BY1_HO_SD_f_SB_1,UW_BY1_HO_SD_f_SC_1,UW_BY1_HO_SD_f_DB_1,UW_BY1_HO_SD_f_DC_1,UW_HO_SD_f_SB_1,UW_HO_SD_f_SC_1,UW_HO_SD_f_DB_1,UW_HO_SD_f_DC_1,T_W_HO_SD_f_SB_1,T_W_HO_SD_f_SC_1,T_W_HO_SD_f_DB_1,T_W_HO_SD_f_DC_1,yob6,GenInt_SB,GenInt_SC,GenInt_DB,GenInt_DC,nGI_SB,nGI_SC,nGI_DB,nGI_DC,yob7,UW_BY1_HO_PTA_f_SB,HO_ptaf_RegCow_7,HO_numf_RegCow,HO_ptaf_AllCow_3,HO_numf_AllCow
2000,8.950712478,-3.316991626,8.369422523,-3.411525712,-23.95528657,32.90599904,28.87408823,20.63829494,20.02510566,32.32470909,20.54376085,-4.06335635,-23.95528657,0.966274518,0.885841658,0.964545612,0.886830719,0.966731404,7519,291,6628,284,7028,2000,4.125372975,-11.06120093,1.898708488,-11.06402743,-23.95528657,28.08065954,19.32430047,12.89408564,8.367374023,25.85399505,12.89125914,-14.89478683,-23.95528657,0.973427462,0.838961615,0.968107928,0.839222825,0.964480757,1000721,3121,739901,3102,723090,2000,-7.270622153,-11.00381932,-7.379294082,-11.0089267,-23.95528657,16.68466441,15.22080108,12.95146725,10.24154404,16.57599248,12.94635987,-15.72093078,-23.95528657,42.60379536,30.6058375,42.03310997,30.36672867,41.14231052,7799,3803,7611,3763,6795,2000,-23.0626574,-23.59027979,-23.10608017,-23.59029762,-24.47041875,1.407761352,1.593159412,0.88013896,0.768075331,1.364338585,0.880121134,-31.51816848,-24.47041875,49.61152361,47.22307383,49.5107139,47.27807771,48.15701109,592592,363234,576681,361381,551184,2000,28.87408823,19.32430047,15.22080108,1.593159412,32.90599904,28.08065954,16.68466441,1.407761352,20.02510566,8.367374023,10.24154404,0.768075331,20.63829494,12.89408564,12.95146725,0.88013896,32.32470909,25.85399505,16.57599248,1.364338585,2000,6.637548759,6.79240508,4.112656818,4.015658696,7028,723090,6795,551184,2000,-12.08513944,-23.95528657,165477,-24.47041875,757295
2001,10.94188447,-0.994750835,11.39719057,-1.765434203,-21.53727277,32.47915725,29.69522894,20.54252194,20.27803178,32.93446335,19.77183857,-2.778883699,-21.53727277,0.972663338,0.897451474,0.972815239,0.896763222,0.964313621,7366,259,6482,241,7105,2001,4.792393761,-10.10770484,2.323703447,-10.19227024,-21.53727277,26.32966653,20.31796136,11.42956794,10.72709714,23.86097622,11.34500253,-12.07255662,-21.53727277,0.973981996,0.841899181,0.965638743,0.842115545,0.964367211,1067469,3222,672134,3195,736277,2001,-6.501177413,-9.000339897,-6.494033303,-8.85864942,-21.53727277,15.03609536,15.1600684,12.53693288,10.64393265,15.04323947,12.67862335,-14.42944198,-21.53727277,46.25554898,34.10411765,45.24722565,33.63000904,41.95366739,6758,3400,6488,3319,6885,2001,-20.63150045,-21.13631613,-20.67688191,-21.13613854,-21.96738938,1.335888927,1.605209871,0.831073253,0.889614971,1.290507473,0.83125084,-29.28001349,-21.96738938,49.84832319,47.45140415,49.71714922,47.5474728,48.80152332,614293,374106,583700,370212,549853,2001,29.69522894,20.31796136,15.1600684,1.605209871,32.47915725,26.32966653,15.03609536,1.335888927,20.27803178,10.72709714,10.64393265,0.889614971,20.54252194,11.42956794,12.53693288,0.831073253,32.93446335,23.86097622,15.04323947,1.290507473,2001,6.730115444,6.675471302,4.227077782,3.999551151,7105,736277,6885,549853,2001,-10.90289307,-21.53727277,159100,-21.96738938,769854
2002,13.92626539,-3.1543396,15.44105691,-4.496265351,-19.6705114,33.59677679,29.40765694,16.5161718,20.82389345,35.11156831,15.17424605,-2.418129,-19.6705114,0.969134199,0.889999744,0.965873477,0.889344007,0.960657057,5973,218,3405,183,7044,2002,-0.692992601,-9.640218108,-4.093879133,-9.865076165,-19.6705114,18.9775188,21.66396082,10.03029329,11.83161666,15.57663227,9.805435229,-9.4483265,-19.6705114,0.968460497,0.851191283,0.945297693,0.851429716,0.967082929,799110,3122,356069,3049,771439,2002,-4.934656344,-7.603644574,-4.857002987,-7.417209418,-19.6705114,14.73585505,15.79359247,12.06686682,11.71560454,14.81350841,12.25330198,-12.04702316,-19.6705114,46.75687588,33.8151546,44.59200618,33.17642883,41.51060738,5672,2943,5179,2817,6882,2002,-18.20067851,-18.6971891,-18.30918815,-18.70978595,-19.54032342,1.339644918,1.610678763,0.843134328,0.910620541,1.231135277,0.830537473,-27.0464676,-19.54032342,49.82763863,47.47191026,49.62204222,47.64439736,49.07237245,643346,391780,583335,382320,567191,2002,29.40765694,21.66396082,15.79359247,1.610678763,33.59677679,18.9775188,14.73585505,1.339644918,20.82389345,11.83161666,11.71560454,0.910620541,16.5161718,10.03029329,12.06686682,0.843134328,35.11156831,15.57663227,14.81350841,1.231135277,2002,6.797923369,6.656008927,4.177151517,3.96657369,7044,771439,6882,567191,2002,-9.265516056,-19.6705114,154783,-19.54032342,807550
2003,22.93690126,0.266566132,6.036267693,-8.030264921,-18.78956234,41.72646359,26.91820093,19.05612847,18.87643043,24.82583003,10.75929741,-3.598661587,-18.78956234,0.979139187,0.890047141,0.935988731,0.872684938,0.958230565,7588,211,364,108,7088,2003,8.07548826,-9.236844827,-8.06169948,-9.53057478,-18.78956234,26.86505059,20.7453949,9.55271751,12.13633146,10.72786285,9.258987555,-9.015763128,-18.78956234,0.970020174,0.854447131,0.922566634,0.855639529,0.968308159,840516,3013,219115,2915,792141,2003,-3.232089063,-6.592355246,-3.881752992,-6.378481565,-18.78956234,15.55747327,16.68615481,12.19720709,13.05443843,14.90780934,12.41108077,-9.288586326,-18.78956234,52.01597115,38.11425613,48.2526557,37.14702539,40.96634407,5823,2897,4801,2639,6923,2003,-16.97571335,-17.40730706,-17.14093964,-17.44016882,-18.17563237,1.199919015,1.501341109,0.768325309,0.890661802,1.034692735,0.735463552,-24.84647356,-18.17563237,50.20568747,47.88911841,49.88572478,48.16131925,49.31350314,651362,396486,541736,374667,577688,2003,26.91820093,20.7453949,16.68615481,1.501341109,41.72646359,26.86505059,15.55747327,1.199919015,18.87643043,12.13633146,13.05443843,0.890661802,19.05612847,9.55271751,12.19720709,0.768325309,24.82583003,10.72786285,14.90780934,1.034692735,2003,6.726769985,6.676401056,4.206258676,3.934279614,7088,792141,6923,577688,2003,-9.860703698,-18.78956234,148622,-18.17563237,826811
2004,22.65673914,5.107574358,-7.97407763,#N/A,-16.60120666,39.2579458,31.62437374,21.70878102,20.27105236,8.62712903,#N/A,2.663273544,-16.60120666,0.977372327,0.890775992,0.890335856,#N/A,0.965264621,7494,219,119,#N/A,7098,2004,10.56856486,-4.328480789,-2.782346636,-4.7812194,-16.60120666,27.16977152,21.13905776,12.27272587,10.85877881,13.81886002,11.81998726,-7.216942788,-16.60120666,0.968708122,0.853749738,0.923372353,0.854640487,0.969329527,737044,3000,199710,2881,835677,2004,6.602566469,-0.271552554,3.335780634,-0.315160373,-16.60120666,23.20377313,15.92902425,16.32965411,12.39714245,19.93698729,16.28604629,-8.243003311,-16.60120666,62.81046256,42.58480208,55.03032959,40.85259516,44.50993092,9080,3461,5704,2890,6948,2004,-14.69143084,-15.27399493,-15.03993714,-15.33022675,-16.0960163,1.404585456,1.458427322,0.822021376,0.843888692,1.056079167,0.765789546,-22.50115862,-16.0960163,50.44327997,48.06247205,49.88807838,48.48475988,49.44796293,691969,420428,489816,367320,606827,2004,31.62437374,21.13905776,15.92902425,1.458427322,39.2579458,27.16977152,23.20377313,1.404585456,20.27105236,10.85877881,12.39714245,0.843888692,21.70878102,12.27272587,16.32965411,0.822021376,8.62712903,13.81886002,19.93698729,1.056079167,2004,6.820028354,6.771880329,4.256764537,3.888529702,7098,835677,6948,606827,2004,-6.860356889,-16.60120666,147622,-16.0960163,870121
2005,29.69156639,8.685534281,#N/A,#N/A,-14.80318108,44.49474747,31.34196267,23.48871536,21.01958061,#N/A,#N/A,3.863817897,-14.80318108,0.978515658,0.904545205,#N/A,#N/A,0.964753501,6610,209,#N/A,#N/A,6599,2005,14.97229445,-3.156120332,0.214460177,-3.619990146,-14.80318108,29.77547553,22.55993125,11.64706074,10.13981226,15.01764125,11.18319093,-4.568967953,-14.80318108,0.972974868,0.859932761,0.928791795,0.861820948,0.97138541,965486,2837,193979,2696,884858,2005,7.759836225,3.310751261,4.141448173,2.521005114,-14.80318108,22.5630173,15.2360859,18.11393234,11.75287368,18.94462925,17.32418619,-7.293034654,-14.80318108,70.0213496,48.3264774,54.45825826,44.18564006,45.66400246,10492,3452,3330,2117,6506,2005,-12.36248426,-12.94394803,-12.83535353,-13.01368945,-13.77612793,1.413643673,1.388994445,0.832179898,0.810594428,0.940774397,0.762438474,-20.47576186,-13.77612793,51.44170126,49.20318807,50.27423512,49.46436968,49.86449468,734587,445474,385257,324106,636499,2005,31.34196267,22.55993125,15.2360859,1.388994445,44.49474747,29.77547553,22.5630173,1.413643673,21.01958061,10.13981226,11.75287368,0.810594428,23.48871536,11.64706074,18.11393234,0.832179898,#N/A,15.01764125,18.94462925,0.940774397,2005,6.962027205,6.913530978,4.325974676,3.873172969,6599,884858,6506,636499,2005,-4.168729876,-14.80318108,147765,-13.77612793,918981
2006,24.50757256,7.546796297,#N/A,#N/A,-12.94006718,37.44763974,31.28919015,20.48686348,22.05222801,#N/A,#N/A,6.169691986,-12.94006718,0.978664853,0.903026772,#N/A,#N/A,0.967453331,5476,185,#N/A,#N/A,6947,2006,12.26584686,-0.610564902,4.0587146,-0.28318514,-12.94006718,25.20591405,23.73501788,12.32950228,10.44148896,16.99878178,12.65688204,-1.572150839,-12.94006718,0.962448984,0.861392549,0.930684384,0.866263921,0.972792445,750996,3037,120040,2377,915643,2006,10.78625849,6.911817629,6.405997506,6.119455723,-12.94006718,23.72632568,15.20471996,19.85188481,11.80312106,19.34606469,19.05952291,-5.349860075,-12.94006718,73.43451177,55.02779903,57.91382869,51.86742694,47.57891663,12361,3921,1938,1403,6849,2006,-9.792787748,-10.42962483,-10.27581414,-10.3815389,-11.18475776,1.391970015,1.360160739,0.755132927,0.791886094,0.908943614,0.803218867,-18.38477719,-11.18475776,51.23592307,49.03381138,49.65744119,49.43084308,49.97671108,759345,462714,220079,213941,665853,2006,31.28919015,23.73501788,15.20471996,1.360160739,37.44763974,25.20591405,23.72632568,1.391970015,22.05222801,10.44148896,11.80312106,0.791886094,20.48686348,12.32950228,19.85188481,0.755132927,#N/A,16.99878178,19.34606469,0.908943614,2006,6.733134527,6.837644215,4.237465883,3.836313428,6947,915643,6849,665853,2006,-1.53270325,-12.94006718,147453,-11.18475776,951037
2007,21.19052047,12.69098652,#N/A,#N/A,-10.97743138,32.16795185,32.1688101,23.66841791,19.41982178,#N/A,#N/A,8.688018814,-10.97743138,0.974262494,0.906983863,#N/A,#N/A,0.970708202,4415,189,#N/A,#N/A,7100,2007,15.39984803,3.060280033,-4.675797999,-0.684232558,-10.97743138,26.37727942,25.15357106,14.03771142,11.84012607,6.301633385,10.29319883,1.980783326,-10.97743138,0.958314059,0.856765918,0.836805921,0.837372602,0.973635179,715125,2780,454,118,950584,2007,15.38581545,10.70535742,#N/A,#N/A,-10.97743138,26.36324683,16.75471399,21.68278881,13.17988726,#N/A,#N/A,-1.843692098,-10.97743138,73.93905356,60.17100694,#N/A,#N/A,52.00643593,9615,3456,#N/A,#N/A,6992,2007,-7.028262874,-7.53013388,-7.995922018,-8.0799852,-8.214117514,1.18585464,1.388408093,0.683983633,0.876621411,0.218195495,0.134132314,-16.14287434,-8.214117514,50.47030225,48.66411665,50.67628889,50.52521343,50.37798025,765563,478297,8903,8785,695203,2007,32.1688101,25.15357106,16.75471399,1.388408093,32.16795185,26.37727942,26.36324683,1.18585464,19.41982178,11.84012607,13.17988726,0.876621411,23.66841791,14.03771142,21.68278881,0.683983633,#N/A,6.301633385,#N/A,0.218195495,2007,6.928109437,6.696764552,4.104100981,3.78145187,7100,950584,6992,695203,2007,-2.9011012,-10.97743138,144848,-8.214117514,986102
2008,18.91579655,16.00457436,#N/A,#N/A,-9.02073892,27.93653547,34.78594716,25.02531328,18.59857448,#N/A,#N/A,12.5767786,-9.02073892,0.974995341,0.907781826,#N/A,#N/A,0.973192304,4560,257,#N/A,#N/A,8595,2008,18.34330335,8.403115037,#N/A,#N/A,-9.02073892,27.36404227,25.15167445,17.42385396,12.18224856,#N/A,#N/A,3.65331675,-9.02073892,0.958444969,0.844045256,#N/A,#N/A,0.974611767,607915,2724,#N/A,#N/A,1023203,2008,16.88871155,13.13952328,#N/A,#N/A,-9.02073892,25.90945047,19.16603975,22.1602622,14.66040545,#N/A,#N/A,2.778946669,-9.02073892,75.0795264,65.79866489,#N/A,#N/A,60.73800564,9544,3745,#N/A,#N/A,8504,2008,-5.082620661,-5.529215525,#N/A,#N/A,-6.193454665,1.110834004,1.320787343,0.66423914,0.804113774,#N/A,#N/A,-13.90530431,-6.193454665,49.47870548,47.90709405,#N/A,#N/A,50.67701846,770879,499785,#N/A,#N/A,742287,2008,34.78594716,25.15167445,19.16603975,1.320787343,27.93653547,27.36404227,25.90945047,1.110834004,18.59857448,12.18224856,14.66040545,0.804113774,25.02531328,17.42385396,22.1602622,0.66423914,#N/A,#N/A,#N/A,#N/A,2008,7.290068761,6.814306125,3.877541704,3.753569499,8595,1023203,8504,742287,2008,-1.133980925,-9.02073892,147717,-6.193454665,1059497
2009,19.75817224,20.78731219,#N/A,#N/A,-5.974495992,25.73266823,38.27796111,26.76180818,21.52215838,#N/A,#N/A,18.41066219,-5.974495992,0.979486101,0.928281501,#N/A,#N/A,0.975554761,7924,291,#N/A,#N/A,10072,2009,18.99512039,13.29688562,#N/A,#N/A,-5.974495992,24.96961638,25.49870701,19.27138161,12.78700294,#N/A,#N/A,5.673235718,-5.974495992,0.956830162,0.840302123,#N/A,#N/A,0.974532772,598725,2778,#N/A,#N/A,1082205,2009,22.07975125,17.69515638,#N/A,#N/A,-5.974495992,28.05424725,21.71105479,23.66965238,17.22587504,#N/A,#N/A,7.213856307,-5.974495992,77.29628956,70.66132776,#N/A,#N/A,67.91779729,10996,4308,#N/A,#N/A,10024,2009,-2.654843393,-3.218611606,#N/A,#N/A,-3.894686913,1.23984352,1.345491237,0.676075307,0.814492711,#N/A,#N/A,-11.32611326,-3.894686913,48.31017016,46.82044026,#N/A,#N/A,50.96012156,741119,507107,#N/A,#N/A,786766,2009,38.27796111,25.49870701,21.71105479,1.345491237,25.73266823,24.96961638,28.05424725,1.23984352,21.52215838,12.78700294,17.22587504,0.814492711,26.76180818,19.27138161,23.66965238,0.676075307,#N/A,#N/A,#N/A,#N/A,2009,6.887574148,6.879592047,3.853247483,3.716859513,10072,1082205,10024,786766,2009,4.068858289,-5.974495992,148103,-3.894686913,1118689
2010,36.50894096,22.46528364,#N/A,#N/A,-2.45774619,38.96668715,32.7126642,24.92302983,25.79144796,#N/A,#N/A,17.27199839,-2.45774619,0.953862228,0.886977779,#N/A,#N/A,0.979039711,18594,364,#N/A,#N/A,11989,2010,25.97272475,15.71090465,#N/A,#N/A,-2.45774619,28.43047094,27.38355311,18.16865085,14.54896143,#N/A,#N/A,10.23895812,-2.45774619,0.919194021,0.826636398,#N/A,#N/A,0.974287402,617012,2884,#N/A,#N/A,1131051,2010,21.55728655,17.40346857,#N/A,#N/A,-2.45774619,24.01503274,24.74590186,19.86121476,20.92506674,#N/A,#N/A,12.20255983,-2.45774619,78.12521037,73.81991373,#N/A,#N/A,75.20227349,14855,5564,#N/A,#N/A,11964,2010,0.981594756,0.308947957,#N/A,#N/A,-0.390062644,1.371657401,1.393978872,0.699010602,0.838175783,#N/A,#N/A,-8.772049301,-0.390062644,46.73653296,45.14459422,#N/A,#N/A,50.9971492,654097,477239,#N/A,#N/A,826784,2010,32.7126642,27.38355311,24.74590186,1.393978872,38.96668715,28.43047094,24.01503274,1.371657401,25.79144796,14.54896143,20.92506674,0.838175783,24.92302983,18.16865085,19.86121476,0.699010602,#N/A,#N/A,#N/A,#N/A,2010,5.357884244,6.349344019,3.859928405,3.663215852,11989,1131051,11964,826784,2010,12.36007444,-2.45774619,144282,-0.390062644,1165394
2011,39.74537218,33.97344715,#N/A,#N/A,-0.102806829,39.84817901,35.0689558,34.07625398,27.1012494,#N/A,#N/A,23.47031991,-0.102806829,0.792269093,0.78347928,#N/A,#N/A,0.98129278,12299,365,#N/A,#N/A,14408,2011,35.38380517,25.411275,#N/A,#N/A,-0.102806829,35.486612,27.80123739,25.51408183,17.68504494,#N/A,#N/A,13.46363334,-0.102806829,0.787662123,0.778351726,#N/A,#N/A,0.974531754,419033,2694,#N/A,#N/A,1178962,2011,28.29233038,23.80085578,#N/A,#N/A,-0.102806829,28.39513721,27.27639704,23.90366261,24.68309499,#N/A,#N/A,17.33720334,-0.102806829,78.37391159,76.01208865,#N/A,#N/A,78.29783983,11944,4467,#N/A,#N/A,14397,2011,3.866248564,2.994633127,#N/A,#N/A,2.326643986,1.539604578,1.39303636,0.667989141,0.818273612,#N/A,#N/A,-6.251121851,2.326643986,45.43320642,43.83266096,#N/A,#N/A,50.47011575,487996,393136,#N/A,#N/A,864636,2011,35.0689558,27.80123739,27.27639704,1.39303636,39.84817901,35.486612,28.39513721,1.539604578,27.1012494,17.68504494,24.68309499,0.818273612,34.07625398,25.51408183,23.90366261,0.667989141,#N/A,#N/A,#N/A,#N/A,2011,4.517517647,5.906946272,3.689962597,3.608689451,14408,1178962,14397,864636,2011,16.95160907,-0.102806829,138963,2.326643986,1212527
2012,47.06546681,40.22417571,#N/A,#N/A,4.201521253,42.86394555,35.93418052,36.02265446,26.8851765,#N/A,#N/A,29.63177153,4.201521253,0.775536824,0.774267769,#N/A,#N/A,0.969225078,11602,321,#N/A,#N/A,19919,2012,39.14034062,31.76512165,#N/A,#N/A,4.201521253,34.93881937,28.80135623,27.5636004,19.08791288,#N/A,#N/A,17.36595352,4.201521253,0.775424553,0.770719959,#N/A,#N/A,0.968416419,195443,2458,#N/A,#N/A,1376951,2012,34.33286025,29.68652189,#N/A,#N/A,4.201521253,30.131339,25.9141911,25.48500064,22.57462847,#N/A,#N/A,19.62193988,4.201521253,77.29828119,75.5483249,#N/A,#N/A,78.63712677,10356,4149,#N/A,#N/A,19894,2012,7.016106863,6.014540897,#N/A,#N/A,5.167542182,1.848564681,1.491821683,0.846998715,0.897011586,#N/A,#N/A,-3.328589245,5.167542182,37.55982447,35.76842983,#N/A,#N/A,48.88080448,331102,309254,#N/A,#N/A,917610,2012,35.93418052,28.80135623,25.9141911,1.491821683,42.86394555,34.93881937,30.131339,1.848564681,26.8851765,19.08791288,22.57462847,0.897011586,36.02265446,27.5636004,25.48500064,0.846998715,#N/A,#N/A,#N/A,#N/A,2012,3.454664629,5.600449335,3.330518139,3.573999601,19919,1376951,19894,917610,2012,20.05846417,4.201521253,126069,5.167542182,1422601
2013,63.99215926,#N/A,#N/A,#N/A,12.3828686,51.60929066,41.37029504,#N/A,29.81272383,#N/A,#N/A,39.04301825,12.3828686,0.768109089,#N/A,#N/A,#N/A,0.880882869,1502,#N/A,#N/A,#N/A,16906,2013,56.26550216,42.05423848,#N/A,#N/A,12.3828686,43.88263356,31.28998092,29.67136988,21.90569901,#N/A,#N/A,22.6072134,12.3828686,0.768567859,0.763254788,#N/A,#N/A,0.936334763,4525,255,#N/A,#N/A,1199755,2013,45.89759909,41.32462785,#N/A,#N/A,12.3828686,33.51473049,27.04571981,28.94175925,21.6871497,#N/A,#N/A,24.33426061,12.3828686,74.75737705,73.48927477,#N/A,#N/A,78.23924779,2440,979,#N/A,#N/A,16857,2013,12.56633918,10.24802234,#N/A,#N/A,8.902129513,3.664209666,1.602990507,1.345892825,0.793922343,#N/A,#N/A,-0.392062641,8.902129513,30.05556939,26.97976106,#N/A,#N/A,47.19509552,36153,33648,#N/A,#N/A,830506,2013,41.37029504,31.28998092,27.04571981,1.602990507,51.60929066,43.88263356,33.51473049,3.664209666,29.81272383,21.90569901,21.6871497,0.793922343,#N/A,29.67136988,28.94175925,1.345892825,#N/A,#N/A,#N/A,#N/A,2013,2.844619518,5.40314402,3.015088835,3.543614753,16906,1199755,16857,830506,2013,27.16683429,12.3828686,62757,8.902129513,1244011
2014,#N/A,#N/A,#N/A,#N/A,17.08699525,#N/A,42.69690425,#N/A,35.40643955,#N/A,#N/A,44.81505963,17.08699525,#N/A,#N/A,#N/A,#N/A,0.797534206,#N/A,#N/A,#N/A,#N/A,17671,2014,#N/A,#N/A,#N/A,#N/A,17.08699525,#N/A,35.64160767,#N/A,26.84844288,#N/A,#N/A,30.10330633,17.08699525,#N/A,#N/A,#N/A,#N/A,0.894963702,#N/A,#N/A,#N/A,#N/A,1066790,2014,#N/A,#N/A,#N/A,#N/A,17.08699525,#N/A,29.26080602,#N/A,23.96867205,#N/A,#N/A,31.20057044,17.08699525,#N/A,#N/A,#N/A,#N/A,77.30592572,#N/A,#N/A,#N/A,#N/A,17635,2014,#N/A,#N/A,#N/A,#N/A,13.88505886,#N/A,1.618277408,#N/A,0.705392881,#N/A,#N/A,2.770668908,13.88505886,#N/A,#N/A,#N/A,#N/A,43.49761373,#N/A,#N/A,#N/A,#N/A,804604,2014,42.69690425,35.64160767,29.26080602,1.618277408,#N/A,#N/A,#N/A,#N/A,35.40643955,26.84844288,23.96867205,0.705392881,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014,2.612046303,5.209772823,2.763978749,3.42361921,17671,1066790,17635,804604,2014,37.30089845,17.08699525,62720,13.88505886,1103186
2015,#N/A,#N/A,#N/A,#N/A,25.08216506,#N/A,49.3550481,#N/A,#N/A,#N/A,#N/A,56.27337407,25.08216506,#N/A,#N/A,#N/A,#N/A,0.77838289,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,25.08216506,#N/A,38.49065702,#N/A,32.70783811,#N/A,#N/A,35.44429789,25.08216506,#N/A,#N/A,#N/A,#N/A,0.86996189,#N/A,#N/A,#N/A,#N/A,92625,2015,#N/A,#N/A,#N/A,#N/A,25.08216506,#N/A,33.50393149,#N/A,27.03798358,#N/A,#N/A,40.01761625,25.08216506,#N/A,#N/A,#N/A,#N/A,75.70053737,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,17.39231438,#N/A,2.501557599,#N/A,0.85113295,#N/A,#N/A,5.603272799,17.39231438,#N/A,#N/A,#N/A,#N/A,35.85633123,#N/A,#N/A,#N/A,#N/A,74630,2015,49.3550481,38.49065702,33.50393149,2.501557599,#N/A,#N/A,#N/A,#N/A,#N/A,32.70783811,27.03798358,0.85113295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015,2.381610524,4.948636168,2.604014422,3.428547735,2047,92625,2047,74630,2015,#N/A,25.08216506,4223,17.39231438,94850
